"ts","soc"
2024-02-19 05:05:00.000,19
2024-02-19 05:08:00.000,19
2024-02-19 05:09:00.000,19
2024-02-19 05:10:00.000,19
2024-02-19 05:11:00.000,18
2024-02-19 05:15:00.000,18
2024-02-19 05:20:00.000,18
2024-02-19 05:23:00.000,18.5
2024-02-19 05:24:00.000,19
2024-02-19 05:25:00.000,19
2024-02-19 05:30:00.000,19
2024-02-19 05:35:00.000,19
2024-02-19 05:40:00.000,20
2024-02-19 05:45:00.000,20.2
2024-02-19 05:50:00.000,21
2024-02-19 05:55:00.000,22
2024-02-19 05:58:00.000,23
2024-02-19 05:59:00.000,23
2024-02-19 06:00:00.000,24
2024-02-19 06:01:00.000,24
2024-02-19 06:05:00.000,24
2024-02-19 06:08:00.000,25
2024-02-19 06:10:00.000,26
2024-02-19 06:15:00.000,28
2024-02-19 06:20:00.000,29
2024-02-19 06:25:00.000,31
2024-02-19 06:30:00.000,34
2024-02-19 06:35:00.000,36
2024-02-19 06:40:00.000,39
2024-02-19 06:45:00.000,42
2024-02-19 06:50:00.000,45
2024-02-19 06:55:00.000,48
2024-02-19 07:00:00.000,52
2024-02-19 07:05:00.000,55
2024-02-19 07:10:00.000,58
2024-02-19 07:13:00.000,60.3
2024-02-19 07:15:00.000,62
2024-02-19 07:20:00.000,65
2024-02-19 07:25:00.000,69
2024-02-19 07:30:00.000,72
2024-02-19 07:35:00.000,75
2024-02-19 07:40:00.000,79
2024-02-19 07:44:00.000,82
2024-02-19 07:45:00.000,84
2024-02-19 07:50:00.000,88
2024-02-19 07:55:00.000,91
2024-02-19 08:00:00.000,91
2024-02-19 08:05:00.000,92
2024-02-19 08:10:00.000,93
2024-02-19 08:15:00.000,93
2024-02-19 08:20:00.000,96
2024-02-19 08:25:00.000,97
2024-02-19 08:30:00.000,99
2024-02-19 08:31:00.000,99
2024-02-19 08:35:00.000,99
2024-02-19 08:40:00.000,99
2024-02-19 08:45:00.000,99
2024-02-19 08:50:00.000,99
2024-02-19 08:55:00.000,100
2024-02-19 09:00:00.000,100
2024-02-19 09:05:00.000,100
2024-02-19 09:09:00.000,100
2024-02-19 09:10:00.000,100
2024-02-19 09:15:00.000,100
2024-02-19 09:20:00.000,100
2024-02-19 09:25:00.000,100
2024-02-19 09:30:00.000,100
2024-02-19 09:31:00.000,100
2024-02-19 09:35:00.000,100
2024-02-19 09:37:00.000,100
2024-02-19 09:39:00.000,100
2024-02-19 09:40:00.000,100
2024-02-19 09:45:00.000,100
2024-02-19 09:50:00.000,100
2024-02-19 09:52:00.000,100
2024-02-19 09:53:00.000,100
2024-02-19 09:55:00.000,100
2024-02-19 09:59:00.000,100
2024-02-19 10:00:00.000,100
2024-02-19 10:05:00.000,100
2024-02-19 10:10:00.000,100
2024-02-19 10:13:00.000,100
2024-02-19 10:15:00.000,100
2024-02-19 10:20:00.000,100
2024-02-19 10:25:00.000,100
2024-02-19 10:30:00.000,100
2024-02-19 10:35:00.000,100
2024-02-19 10:40:00.000,100
2024-02-19 10:44:00.000,100
2024-02-19 10:45:00.000,100
2024-02-19 10:50:00.000,100
2024-02-19 10:55:00.000,100
2024-02-19 11:00:00.000,100
2024-02-19 11:05:00.000,100
2024-02-19 11:10:00.000,100
2024-02-19 11:15:00.000,100
2024-02-19 11:20:00.000,100
2024-02-19 11:25:00.000,100
2024-02-19 11:30:00.000,100
2024-02-19 11:35:00.000,100
2024-02-19 11:40:00.000,100
2024-02-19 11:45:00.000,100
2024-02-19 11:50:00.000,100
2024-02-19 11:55:00.000,100
2024-02-19 12:00:00.000,100
2024-02-19 12:05:00.000,100
2024-02-19 12:09:00.000,100
2024-02-19 12:10:00.000,100
2024-02-19 12:15:00.000,100
2024-02-19 12:20:00.000,100
2024-02-19 12:25:00.000,100
2024-02-19 12:27:00.000,100
2024-02-19 12:30:00.000,100
2024-02-19 12:35:00.000,100
2024-02-19 12:40:00.000,100
2024-02-19 12:45:00.000,100
2024-02-19 12:50:00.000,100
2024-02-19 12:55:00.000,100
2024-02-19 13:00:00.000,100
2024-02-19 13:05:00.000,100
2024-02-19 13:10:00.000,100
2024-02-19 13:15:00.000,100
2024-02-19 13:20:00.000,100
2024-02-19 13:23:00.000,100
2024-02-19 13:25:00.000,100
2024-02-19 13:30:00.000,100
2024-02-19 13:35:00.000,100
2024-02-19 13:40:00.000,100
2024-02-19 13:45:00.000,100
2024-02-19 13:50:00.000,100
2024-02-19 13:55:00.000,100
2024-02-19 13:57:00.000,100
2024-02-19 14:00:00.000,100
2024-02-19 14:05:00.000,100
2024-02-19 14:10:00.000,100
2024-02-19 14:15:00.000,100
2024-02-19 14:20:00.000,100
